Province,Year,Zone,Candidate,Number,Party,Score
นครพนม,2554,2,นายกรัณฑ์  โกพลรัตน์,36,พลังคนกีฬา,33
นครพนม,2554,3,นายไพจิต  ศรีวรขาน,1,เพื่อไทย,59671
นครพนม,2554,3,นายพงษ์ศักดิ์  พิมพงค์,2,ชาติพัฒนาเพื่อแผ่นดิน,1039
นครพนม,2554,3,นายสุระวิชญ์  ขันติญาราษฎร์,9,พลังมวลชน,543
นครพนม,2554,3,นายสมัย  จันทร์ชนะ,10,ประชาธิปัตย์,2131
นครพนม,2554,3,นางสาวสุมาลี  พูลศิริกุล,16,ภูมิใจไทย,17721
นครพนม,2554,3,นายมงคล  อภัยโส,18,เพื่อฟ้าดิน,207
นครพนม,2554,3,นายจัตุชัย  ชัยเทศ,34,ความหวังใหม่,441
นครพนม,2554,3,นายเกษมศักดิ์  ขอดเมชัย,36,พลังคนกีฬา,311
นครพนม,2554,4,นายชูกัน  กุลวงษา,1,เพื่อไทย,50609
นครพนม,2554,4,นายอลงกต  มณีกาศ,2,ชาติพัฒนาเพื่อแผ่นดิน,21939
นครพนม,2554,4,นายปราจิตร  ตรีศรี,10,ประชาธิปัตย์,1671
นครพนม,2554,4,นายอุทัย  เรือนงาม,15,ไทยเป็นไท,362
นครพนม,2554,4,นายณพจน์สกร  ทรัพยสิทธิ์,16,ภูมิใจไทย,10683
นครพนม,2554,4,นางวัฒนา  ประทุมทิพย์,18,เพื่อฟ้าดิน,83
นครพนม,2554,4,นายชาญมเหศวร  พงษ์พันธุ์นทีธร,21,ชาติไทยพัฒนา,34
นครพนม,2554,4,นายจีรวัฒน์  ตุลาพัฒน์,34,ความหวังใหม่,36
นครราชสีมา,2554,1,นายสมโภชน์  ประสาทไทย,1,เพื่อไทย,22999
นครราชสีมา,2554,1,นายวรรณรัตน์  ชาญนุกูล,2,ชาติพัฒนาเพื่อแผ่นดิน,35627
นครราชสีมา,2554,1,นายกิติภัทร์  อนันต์เมธากุล,3,ประชาธิปไตยใหม่,224
นครราชสีมา,2554,1,นายการุณ  ชุมรักษ์,10,ประชาธิปัตย์,14698
นครราชสีมา,2554,1,นายเมธัส  รอตภัย,12,รักษ์สันติ,725
นครราชสีมา,2554,1,นายบรรพต  เชิดชัย,16,ภูมิใจไทย,4149
นครราชสีมา,2554,1,นางสาวส่องฟ้า  ศิริโชติ,18,เพื่อฟ้าดิน,73
นครราชสีมา,2554,1,นายสุวัฒน์ชัย  สวัสดี,34,ความหวังใหม่,109
นครราชสีมา,2554,1,ว่าที่ ร้อยโทดุสิต  ทนหมื่นไวย,36,พลังคนกีฬา,70
นครราชสีมา,2554,2,นายสุธรรม  พรสันเทียะ,1,เพื่อไทย,25792
นครราชสีมา,2554,2,นายวัชรพล  โตมรศักดิ์,2,ชาติพัฒนาเพื่อแผ่นดิน,48033
นครราชสีมา,2554,2,นางสาวจามร  เหวสูงเนิน,7,ประชาธรรม,204
นครราชสีมา,2554,2,นางสาวจุรีพร  ประภาพิทยาพงษ์,10,ประชาธิปัตย์,11618
นครราชสีมา,2554,2,นายประพิศ  นวมโคกสูง,16,ภูมิใจไทย,1770
นครราชสีมา,2554,2,นางสาววรัทยา  ธรรมรักษ์,18,เพื่อฟ้าดิน,41
นครราชสีมา,2554,2,นายพงษ์ภัทร์  สุวรรณธนามณี,34,ความหวังใหม่,31
นครราชสีมา,2554,2,นายประสิทธิ์  สุริโย,36,พลังคนกีฬา,70
นครราชสีมา,2554,3,นางลินดา  เชิดชัย,1,เพื่อไทย,37854
นครราชสีมา,2554,3,นายประเสริฐ  บุญชัยสุข,2,ชาติพัฒนาเพื่อแผ่นดิน,50132
นครราชสีมา,2554,3,นายจำนงค์  กันสำโรง,10,ประชาธิปัตย์,6979
นครราชสีมา,2554,3,นายชัยธนา  สันติชัยรัตน์,16,ภูมิใจไทย,632
นครราชสีมา,2554,3,นายสมุทร  สงวนสิน,34,ความหวังใหม่,25
นครราชสีมา,2554,3,นายชูศักดิ์  คงมีสุข,36,พลังคนกีฬา,33
นครราชสีมา,2554,4,นางทัศนียา  รัตนเศรษฐ,1,เพื่อไทย,45018
นครราชสีมา,2554,4,นางสาวสุธาสินี  ศิริโภคานนท์,2,ชาติพัฒนาเพื่อแผ่นดิน,11057
นครราชสีมา,2554,4,นายจรัญ  เสาวกุล,10,ประชาธิปัตย์,4565
นครราชสีมา,2554,4,นายยงยศ  เล็กกลาง,14,กิจสังคม,434
นครราชสีมา,2554,4,นายสมเกียรติ  ตันดิลกตระกูล,16,ภูมิใจไทย,31956
นครราชสีมา,2554,4,นางสาวปาลิดา  อุไรธรากุล,34,ความหวังใหม่,19
นครราชสีมา,2554,4,นายแสวง  ใยแก้ว,36,พลังคนกีฬา,17
นครราชสีมา,2554,5,นายโกศล  ปัทมะ,1,เพื่อไทย,35458
นครราชสีมา,2554,5,นายวัชรา  ณ วังขนาย,2,ชาติพัฒนาเพื่อแผ่นดิน,13787
นครราชสีมา,2554,5,นายอภิสานตร์  บรรดาศักดิ์,4,ประชากรไทย,95
นครราชสีมา,2554,5,นายสิทธิชัย  เจริญใจ,10,ประชาธิปัตย์,3228
นครราชสีมา,2554,5,นายภูมิศาสตร์  บุญมา,14,กิจสังคม,338
นครราชสีมา,2554,5,นายภิรมย์  พลวิเศษ,16,ภูมิใจไทย,16880
นครราชสีมา,2554,5,นายประภาส  บุตรประเสริฐ,18,เพื่อฟ้าดิน,37
นครราชสีมา,2554,5,นายบุญส่ง  ภูศรีฤทธิ์,21,ชาติไทยพัฒนา,110
นครราชสีมา,2554,5,นายนาวี  ศรีนุชศาสตร์,26,มาตุภูมิ,13092
นครราชสีมา,2554,5,นายณัฐชะรัตภ์  ณัฐชลิตพงศ์,34,ความหวังใหม่,16
นครราชสีมา,2554,6,นายสุชาติ  ภิญโญ,1,เพื่อไทย,41663
นครราชสีมา,2554,6,นายสมชัย  ฉัตรพัฒนศิริ,2,ชาติพัฒนาเพื่อแผ่นดิน,22613
นครราชสีมา,2554,6,นายบุญเอื้อ  ประถมพงษ์,10,ประชาธิปัตย์,4828
นครราชสีมา,2554,6,นางอรทัย  พลวิเศษ,16,ภูมิใจไทย,22003
นครราชสีมา,2554,6,นางวีร์สุดา  สุวรรณธนามณี,34,ความหวังใหม่,60
นครราชสีมา,2554,7,นายอธิรัฐ  รัตนเศรษฐ,1,เพื่อไทย,44296
นครราชสีมา,2554,7,นายพีรพร  สุวรรณฉวี,2,ชาติพัฒนาเพื่อแผ่นดิน,23102
นครราชสีมา,2554,7,นายธนชาติ  พรรคเจริญ,10,ประชาธิปัตย์,2470
นครราชสีมา,2554,7,เรือเอกศิริเกษ  กุลประเสริฐ,12,รักษ์สันติ,96
นครราชสีมา,2554,7,นายนริศ  เรืองธนานุรักษ์,16,ภูมิใจไทย,3458
นครราชสีมา,2554,7,นายคมกฤษณ์  กฤษณ์ตระกูล,21,ชาติไทยพัฒนา,50
นครราชสีมา,2554,7,นายพงษ์พิช  รุ่งเป้า,26,มาตุภูมิ,8686
นครราชสีมา,2554,7,นายประเสริฐ  ดำพรมพะเนาว์,34,ความหวังใหม่,8
นครราชสีมา,2554,7,นายประพัฒน์  ตีสะเมาะ,36,พลังคนกีฬา,33
นครราชสีมา,2554,8,นายจรูญพงศ์  พันธุ์ศรีนคร,1,เพื่อไทย,35310
นครราชสีมา,2554,8,นายอนุวัฒน์  วิเศษจินดาวัฒน์,2,ชาติพัฒนาเพื่อแผ่นดิน,29830
นครราชสีมา,2554,8,นางสาวธีราภรณ์  กลางพิมาย,10,ประชาธิปัตย์,12957
นครราชสีมา,2554,8,นางสมพงษ์  บ่าพิมาย,18,เพื่อฟ้าดิน,296
นครราชสีมา,2554,8,นายจิรยุทธ  บุญแต่ง,21,ชาติไทยพัฒนา,258
นครราชสีมา,2554,8,นายธีรศักดิ์  สิริรุ่งไพลิน,26,มาตุภูมิ,8608
นครราชสีมา,2554,8,นางชลิดา  มังคละภิญโญ,34,ความหวังใหม่,15
นครราชสีมา,2554,9,นายอภิชา  เลิศพชรกมล,1,เพื่อไทย,18433
นครราชสีมา,2554,9,นายพลพีร์  สุวรรณฉวี,2,ชาติพัฒนาเพื่อแผ่นดิน,32574
นครราชสีมา,2554,9,นายประดิษฐ์  เวียงสีมา,10,ประชาธิปัตย์,4124
นครราชสีมา,2554,9,นายวัชรินทร์  วิชิตยุทธภูมิ,14,กิจสังคม,294
นครราชสีมา,2554,9,นางทัศนาพร  เกษเมธีการุณ,16,ภูมิใจไทย,29691
นครราชสีมา,2554,9,นายเดชา  โตธรรมเจริญ,22,เสรีนิยม,253
นครราชสีมา,2554,9,นายณัฐสุรัช  หงษ์วิจิตปรีชา,23,ชาติสามัคคี,164
นครราชสีมา,2554,9,นายกฤษฎาง  แถวโสภา,26,มาตุภูมิ,6643
นครราชสีมา,2554,9,พันตำรวจโทคมกฤษณ์  อกนิษฐ์เสนีย์,34,ความหวังใหม่,29
นครราชสีมา,2554,9,นายณัฐพล  แก้วขุนทด,36,พลังคนกีฬา,164
นครราชสีมา,2554,10,นายซ้าย  ผลกระโทก,1,เพื่อไทย,40324
นครราชสีมา,2554,10,นายกิตติยง  ศรีพูนทอง,2,ชาติพัฒนาเพื่อแผ่นดิน,1832
นครราชสีมา,2554,10,นายสมใจ  มันกระโทก,10,ประชาธิปัตย์,8134
นครราชสีมา,2554,10,นายบุญจง  วงศ์ไตรรัตน์,16,ภูมิใจไทย,45331
นครราชสีมา,2554,10,จ่าสิบตำรวจประเสริฐ  มอญกระโทก,34,ความหวังใหม่,100
นครราชสีมา,2554,10,นายเพทาย  ปรุงโพธิ์,36,พลังคนกีฬา,71
นครราชสีมา,2554,11,นายสัมภาษณ์  อัตถาวงศ์,1,เพื่อไทย,44184
นครราชสีมา,2554,11,นายทรงเดช  นครชัย,2,ชาติพัฒนาเพื่อแผ่นดิน,766
นครราชสีมา,2554,11,นางกาญจนา  บุญมีศิริทิพงศ์,10,ประชาธิปัตย์,4288
นครราชสีมา,2554,11,นางจิตรวรรณ  หวังศุภกิจโกศล,16,ภูมิใจไทย,36635
นครราชสีมา,2554,11,สิบเอกกมล  พรหมมาก,18,เพื่อฟ้าดิน,138
นครราชสีมา,2554,12,นายประทิน  อภิชาติเสนีย์,1,เพื่อไทย,8522
นครราชสีมา,2554,12,นายสมศักดิ์  พันธ์เกษม,2,ชาติพัฒนาเพื่อแผ่นดิน,42207
นครราชสีมา,2554,12,นายสายัณห์  สำนักโนน,10,ประชาธิปัตย์,2498
นครราชสีมา,2554,12,นายชาญชัย  เจตนาดี,14,กิจสังคม,74
นครราชสีมา,2554,12,นายประนอม  โพธิ์คำ,16,ภูมิใจไทย,43394
นครราชสีมา,2554,12,นางวาสนา  หมายยอดกลาง,18,เพื่อฟ้าดิน,59
นครราชสีมา,2554,12,พันตำรวจโทชุมพล  เพ็งศิริ,34,ความหวังใหม่,40
นครราชสีมา,2554,13,นายศิรสิทธิ์  เลิศด้วยลาภ,1,เพื่อไทย,37663
นครราชสีมา,2554,13,นายอุทัย  มิ่งขวัญ,2,ชาติพัฒนาเพื่อแผ่นดิน,937
นครราชสีมา,2554,13,นายฉัตรธบรรจง  เพ็ชรจีนพะเนา,10,ประชาธิปัตย์,9282
นครราชสีมา,2554,13,นายสนธยา  ชะวาลา,15,ไทยเป็นไท,365
นครราชสีมา,2554,13,นายมานิธ  จันทรวราภร,16,ภูมิใจไทย,12304
นครราชสีมา,2554,13,นางสาวพัชรี  ตุลาบดี,18,เพื่อฟ้าดิน,306
นครราชสีมา,2554,13,พันตำรวจโทสมชาย  เพศประเสริฐ,26,มาตุภูมิ,24801
นครราชสีมา,2554,13,นายกฤษดา  เพ็งศิริ,34,ความหวังใหม่,201
นครราชสีมา,2554,14,นายประเสริฐ  จันทรรวงทอง,1,เพื่อไทย,58939
นครราชสีมา,2554,14,นายสาธิต  ด่านกุล,2,ชาติพัฒนาเพื่อแผ่นดิน,4405
นครราชสีมา,2554,14,นายรังษี  จีระมะกร,10,ประชาธิปัตย์,12615
นครราชสีมา,2554,14,นายประเสริฐ  ตรงจันทึก,16,ภูมิใจไทย,5777
นครราชสีมา,2554,14,นางสาวรุ่งกล้า  ขวัญเพียรพุทธ,18,เพื่อฟ้าดิน,71
นครราชสีมา,2554,14,นางสาวอาจาริยา  อารยะรังษี,34,ความหวังใหม่,61
นครราชสีมา,2554,15,นายรชตะ  ด่านกุล,1,เพื่อไทย,35422
นครราชสีมา,2554,15,นายบุญเลิศ  ครุฑขุนทด,2,ชาติพัฒนาเพื่อแผ่นดิน,17447
นครราชสีมา,2554,15,นางดารา  เกตกะโกมล,10,ประชาธิปัตย์,3292
นครราชสีมา,2554,15,นายวิสิทธิ์  พิทยาภรณ์,16,ภูมิใจไทย,39471
นครราชสีมา,2554,15,นายธนวัฒน์  ญาติสระน้อย,34,ความหวังใหม่,44
นครศรีธรรมราช,2554,1,นายนิภาภูเบศวร์  ฝั่งชลจิตต์,1,เพื่อไทย,5470
นครศรีธรรมราช,2554,1,นายอภิชาต  ศักดิเศรษฐ์,10,ประชาธิปัตย์,61680
นครศรีธรรมราช,2554,1,นายสมพงค์  มากชุม,14,กิจสังคม,714
นครศรีธรรมราช,2554,1,นายสวงค์  ชูกลิ่น,16,ภูมิใจไทย,2848
นครศรีธรรมราช,2554,1,นายไพศาล  เกษเพชร,36,พลังคนกีฬา,149
นครศรีธรรมราช,2554,2,นายนพรุจ  วรชิตวุฒิกุล,1,เพื่อไทย,2552
นครศรีธรรมราช,2554,2,นางสาวนริศา  อดิเทพวรพันธุ์,10,ประชาธิปัตย์,64992
นครศรีธรรมราช,2554,2,นายสมพร  บุญต่อ,16,ภูมิใจไทย,6998
นครศรีธรรมราช,2554,2,นายสัญญา  ฝอยทอง,21,ชาติไทยพัฒนา,3439
นครศรีธรรมราช,2554,2,นางสาวสุชาดา  ทองส่งโสม,36,พลังคนกีฬา,194
นครศรีธรรมราช,2554,3,นายสมศักดิ์  เลิศไพบูลย์,1,เพื่อไทย,2505
นครศรีธรรมราช,2554,3,นายวิทยา  แก้วภราดัย,10,ประชาธิปัตย์,61342
นครศรีธรรมราช,2554,3,นายป่วน  นาคแป้น,16,ภูมิใจไทย,5177
นครศรีธรรมราช,2554,3,ร้อยตรีอภิเริงณรงค์  ทองแก้ว,19,เครือข่ายชาวนาแห่งประเทศไทย,167
นครศรีธรรมราช,2554,3,นายพรชัย  บุญรอดรักษ์,21,ชาติไทยพัฒนา,6905
นครศรีธรรมราช,2554,3,นางธนาภรณ์  อ่อนภักดี,26,มาตุภูมิ,294
นครศรีธรรมราช,2554,3,ร้อยตำรวจตรีคเนศ  ศรีศักดิ์,36,พลังคนกีฬา,268
นครศรีธรรมราช,2554,4,นายประกอบ  แต้มสีทอง,1,เพื่อไทย,2480
นครศรีธรรมราช,2554,4,นายอภิชาต  การิกาญจน์,10,ประชาธิปัตย์,52444
นครศรีธรรมราช,2554,4,นางหนูปิ้ม  ยอดระบำ,18,เพื่อฟ้าดิน,254
นครศรีธรรมราช,2554,4,นายอนันต์  คลังจันทร์,21,ชาติไทยพัฒนา,25048
นครศรีธรรมราช,2554,4,นายมาโนช  เสนาชู,26,มาตุภูมิ,784
นครศรีธรรมราช,2554,5,นายอุดมเกียรติ  ปานมี,1,เพื่อไทย,4459
นครศรีธรรมราช,2554,5,นายประกอบ  รัตนพันธ์,10,ประชาธิปัตย์,63024
นครศรีธรรมราช,2554,5,นายนิยม  คำแหง,14,กิจสังคม,7384
นครศรีธรรมราช,2554,5,นายสมยศ  หนูหนอง,16,ภูมิใจไทย,7441
นครศรีธรรมราช,2554,5,นายจรัญ  บุญมี,18,เพื่อฟ้าดิน,148
นครศรีธรรมราช,2554,6,นายนิติ  จิตรัตน์,1,เพื่อไทย,6069
นครศรีธรรมราช,2554,6,นายเทพไท  เสนพงศ์,10,ประชาธิปัตย์,62607
นครศรีธรรมราช,2554,6,นายพงศภัค  ศรีสุขใส,14,กิจสังคม,6919
นครศรีธรรมราช,2554,6,นายสมเกียรติ์  ชำนาญกิจ,19,เครือข่ายชาวนาแห่งประเทศไทย,141
นครศรีธรรมราช,2554,6,นายถานิตย์  ชูมณี,21,ชาติไทยพัฒนา,2196
นครศรีธรรมราช,2554,6,นายวรพจน์  ธรฤทธิ์,34,ความหวังใหม่,127
นครศรีธรรมราช,2554,6,นายอุทัย  ชูมณี,36,พลังคนกีฬา,1324
นครศรีธรรมราช,2554,7,นายภูมิพัฒน์  สรณ์วิโรจน์,1,เพื่อไทย,4883
นครศรีธรรมราช,2554,7,นายชินวรณ์  บุณยเกียรติ,10,ประชาธิปัตย์,70983
นครศรีธรรมราช,2554,7,นายสุรสิทธิ์  จงจิตร,16,ภูมิใจไทย,4129
นครศรีธรรมราช,2554,7,นายสุพจน์  ริยาพันธ์,26,มาตุภูมิ,2357
นครศรีธรรมราช,2554,7,นายเอกลักษณ์  ศิริรักษ์,36,พลังคนกีฬา,199
นครศรีธรรมราช,2554,8,นายอดุลย์  อะหลี,1,เพื่อไทย,8130
นครศรีธรรมราช,2554,8,นายสุรเชษฐ์  มาศดิตถ์,10,ประชาธิปัตย์,64448
นครศรีธรรมราช,2554,8,นายสุนันท์  เรืองสวัสดิ์,16,ภูมิใจไทย,4394
นครศรีธรรมราช,2554,8,นายระบิน  บุญธรรม,36,พลังคนกีฬา,146
นครศรีธรรมราช,2554,9,นายวริศ  ญาณแก้ว,1,เพื่อไทย,5122
นครศรีธรรมราช,2554,9,นางสาวพิมพ์ภัทรา  วิชัยกุล,10,ประชาธิปัตย์,72149
นครศรีธรรมราช,2554,9,นายไพศาล  ยิ่งยง,14,กิจสังคม,649
นครศรีธรรมราช,2554,9,นายไชยนาท  ทิพย์รักษา,16,ภูมิใจไทย,4440
นครศรีธรรมราช,2554,9,นายยุทธศักดิ์  ชามทอง,26,มาตุภูมิ,622
นครศรีธรรมราช,2554,9,นายสามารถ  ดุกล่อง,36,พลังคนกีฬา,73
นครสวรรค์,2554,1,นายสุชาติ  ไตรแสงรุจิระ,1,เพื่อไทย,18412
นครสวรรค์,2554,1,นายภิญโญ  นิโรจน์,2,ชาติพัฒนาเพื่อแผ่นดิน,24956
นครสวรรค์,2554,1,นายสงกรานต์  จิตสุทธิภากร,10,ประชาธิปัตย์,39408
นครสวรรค์,2554,1,นายประสิทธิ์  นุประดิษฐ,18,เพื่อฟ้าดิน,474
นครสวรรค์,2554,1,นายพิพัฒน์  กิติยานุภาพ,20,การเมืองใหม่,404
นครสวรรค์,2554,1,นายสุรินทร์  นิลกำแหง,36,พลังคนกีฬา,64
นครสวรรค์,2554,2,นายดิสทัต  คำประกอบ,1,เพื่อไทย,25513
นครสวรรค์,2554,2,นายจำเริญ  พลอยศรี,2,ชาติพัฒนาเพื่อแผ่นดิน,344
นครสวรรค์,2554,2,นายสมควร  โอบอ้อม,10,ประชาธิปัตย์,22669
นครสวรรค์,2554,2,นายทรงศักดิ์  ส่งเสริมอุดมชัย,16,ภูมิใจไทย,25012
นครสวรรค์,2554,2,นางสาวดินน้ำ  เพชรน่าชม,18,เพื่อฟ้าดิน,108
นครสวรรค์,2554,2,นายสมชัย ติ่งมิตซู  เจริญชัยฤทธิ์,21,ชาติไทยพัฒนา,16527
นครสวรรค์,2554,3,นายสัญชัย  วงษ์สุนทร,1,เพื่อไทย,40874
นครสวรรค์,2554,3,นายเกษม  ปานอุดมลักษณ์,2,ชาติพัฒนาเพื่อแผ่นดิน,3390
นครสวรรค์,2554,3,นายศตวรรษ  แสนมุข,10,ประชาธิปัตย์,19831
นครสวรรค์,2554,3,ร้อยตำรวจตรีจำเริญ  วรทอง,16,ภูมิใจไทย,31715
นครสวรรค์,2554,3,นางสาวน้ำศีล  นาวาบุญนิยม,18,เพื่อฟ้าดิน,73
นครสวรรค์,2554,3,นายวิชาญ  นุ่มมาก,37,พลังชาวนาไทย,81
นครสวรรค์,2554,4,พันตำรวจโทนุกูล  แสงศิริ,1,เพื่อไทย,51570
นครสวรรค์,2554,4,นายวรวุฒิ  เตชะศรีประเสริฐ,2,ชาติพัฒนาเพื่อแผ่นดิน,343
นครสวรรค์,2554,4,นายสัญญพงษ์  จิระธนประเสริฐ,10,ประชาธิปัตย์,9454
นครสวรรค์,2554,4,นายธนิศร  ชีวาธีรเดช,14,กิจสังคม,160
นครสวรรค์,2554,4,นายทรง  แก่นสนธิ์,18,เพื่อฟ้าดิน,49
นครสวรรค์,2554,4,นางวาสนา  เนตรสุวรรณ,19,เครือข่ายชาวนาแห่งประเทศไทย,104
นครสวรรค์,2554,4,นายพีระเดช  ศิริวันสาณฑ์,21,ชาติไทยพัฒนา,28984
นครสวรรค์,2554,5,นายทายาท  เกียรติชูศักดิ์,1,เพื่อไทย,38794
นครสวรรค์,2554,5,จ่าอากาศตรีวิริยะ  วรรณทอง,10,ประชาธิปัตย์,20739
นครสวรรค์,2554,5,นางสาวพเยาว์  เพชรน่าชม,18,เพื่อฟ้าดิน,80
นครสวรรค์,2554,5,นายธีระวัฒน์  ศิริวันสาณฑ์,21,ชาติไทยพัฒนา,29286
นครสวรรค์,2554,5,นายกุหลาบ  ขุนเกลี้ยง,26,มาตุภูมิ,143
นครสวรรค์,2554,6,นายเสรี  มูลมณี,1,เพื่อไทย,15107
นครสวรรค์,2554,6,นายประสาท  ตันประเสริฐ,2,ชาติพัฒนาเพื่อแผ่นดิน,28383
นครสวรรค์,2554,6,นายสำรอง  เยี่ยงยงค์,10,ประชาธิปัตย์,7943
นครสวรรค์,2554,6,นายอภิสิทธิ์  อินทสิทธิ์,16,ภูมิใจไทย,14082
นครสวรรค์,2554,6,นายนิโรธ  สุนทรเลขา,21,ชาติไทยพัฒนา,21934
นนทบุรี,2554,1,นายนิทัศน์  ศรีนนท์,1,เพื่อไทย,46551
นนทบุรี,2554,1,นางอุมาพร  นิเวศบวรชัย,2,ชาติพัฒนาเพื่อแผ่นดิน,326
นนทบุรี,2554,1,นายสมชาย  ศรีเย็น,4,ประชากรไทย,117
นนทบุรี,2554,1,นายเฉลิมพล  นิยมสินธุ์,10,ประชาธิปัตย์,41580
นนทบุรี,2554,1,นายธีชัช  ศรีพันธวานุสรณ์,18,เพื่อฟ้าดิน,174
นนทบุรี,2554,1,นางนวรัตน์  เนียมนคร,22,เสรีนิยม,206
นนทบุรี,2554,1,นายธีธัช  แม้นบำเพ็ญ,36,พลังคนกีฬา,131
นนทบุรี,2554,2,นายอุดมเดช  รัตนเสถียร,1,เพื่อไทย,47573
นนทบุรี,2554,2,นายทศพล  อมรพิชญ์ปรัชญา,2,ชาติพัฒนาเพื่อแผ่นดิน,765
นนทบุรี,2554,2,นางสาววิภาวัลย์  วรวรรณปรีชา,10,ประชาธิปัตย์,44908
นนทบุรี,2554,2,นางศุภลักษณ์  ศรอินทร์,22,เสรีนิยม,537
นนทบุรี,2554,2,นางสาวเสาวนีย์  ปะตาทายัง,33,ประชาสันติ,656
นนทบุรี,2554,3,นางวไลพร  อัจฉริยะประสิทธิ์,1,เพื่อไทย,42832
นนทบุรี,2554,3,นายภัทรพิสิษฐ์  อนันตปรีชา,2,ชาติพัฒนาเพื่อแผ่นดิน,437
นนทบุรี,2554,3,นายวิทูร  กรุณา,10,ประชาธิปัตย์,35005
นนทบุรี,2554,3,นายมานะศักดิ์  จันทร์ประสงค์,16,ภูมิใจไทย,22933
นนทบุรี,2554,3,นางอนุโมทนา  จันทร,36,พลังคนกีฬา,67
นนทบุรี,2554,3,นางรัตน์ฐานันตร์  ภัทรเมธาพร,39,เพื่อนเกษตรไทย,143
นนทบุรี,2554,4,นายมนตรี  ตั้งเจริญถาวร,1,เพื่อไทย,45894
นนทบุรี,2554,4,นายเดชาวัฒน์  อินทรพิพัฒน์,2,ชาติพัฒนาเพื่อแผ่นดิน,213
นนทบุรี,2554,4,นายฐิติพันธ์  สิงหะคเชนทร์,4,ประชากรไทย,128
นนทบุรี,2554,4,นายสุชาติ  บรรดาศักดิ์,10,ประชาธิปัตย์,43795
นนทบุรี,2554,4,นายเฉลิมพล  สุมโนพรหม,12,รักษ์สันติ,2779
นนทบุรี,2554,4,นายโฆษิต  เสริมรัมย์,22,เสรีนิยม,143
นนทบุรี,2554,4,นายเกษม  หลักทอง,28,พลังสังคมไทย,66
นนทบุรี,2554,4,นางอรทัย  รัศมี,34,ความหวังใหม่,83
นนทบุรี,2554,4,นายดุสิต  กลับคล้าย,36,พลังคนกีฬา,54
นนทบุรี,2554,5,นายวันชัย  เจริญนนทสิทธิ์,1,เพื่อไทย,49889
นนทบุรี,2554,5,นางธนิดา  ธีระศานต์,2,ชาติพัฒนาเพื่อแผ่นดิน,460
นนทบุรี,2554,5,นายทศพล  เพ็งส้ม,10,ประชาธิปัตย์,44699
นนทบุรี,2554,5,นายอุดม  หนูเผือก,36,พลังคนกีฬา,330
นนทบุรี,2554,6,นายฉลอง  เรี่ยวแรง,1,เพื่อไทย,50966
นนทบุรี,2554,6,นายอดิศัย  ขันแก้ว,2,ชาติพัฒนาเพื่อแผ่นดิน,429
นนทบุรี,2554,6,นายสุรสีห์  เย็นเพ็ชร,4,ประชากรไทย,282
นนทบุรี,2554,6,นายณรงค์  จันทนดิษฐ,10,ประชาธิปัตย์,35697
นนทบุรี,2554,6,พลโทอัครชัย  จันทรโตษะ,34,ความหวังใหม่,136
นราธิวาส,2554,1,นายภูวเดช  เจ๊ฮูเซ็ง,1,เพื่อไทย,2958
นราธิวาส,2554,1,นายอาซาฮา  ลูและ,7,ประชาธรรม,691
นราธิวาส,2554,1,นายกูอาเซ็ม  กูจินามิง,10,ประชาธิปัตย์,37903
นราธิวาส,2554,1,นายสหรัฐ  มุณีรัตน์,21,ชาติไทยพัฒนา,15270
นราธิวาส,2554,1,นายไพศาล  ตอยิบ,26,มาตุภูมิ,24286
นราธิวาส,2554,1,นายมูดอ  ลาเตะ,34,ความหวังใหม่,75
นราธิวาส,2554,2,นายดาโต๊ะสุธิพันธ์  ศรีริกานนท์,1,เพื่อไทย,5343
นราธิวาส,2554,2,นายอุสมาน  ดาโอะ,7,ประชาธรรม,1924
นราธิวาส,2554,2,นายสุรเชษฐ์  แวอาแซ,10,ประชาธิปัตย์,26638
นราธิวาส,2554,2,นายฮัมดัน  อาแซ,16,ภูมิใจไทย,21770
นราธิวาส,2554,2,นายแวอันวา  แวยะปา,21,ชาติไทยพัฒนา,9547
นราธิวาส,2554,2,นายสมรรถ  วาหลง,26,มาตุภูมิ,12920
นราธิวาส,2554,2,นายรอนิง  อีซอ,34,ความหวังใหม่,25
นราธิวาส,2554,3,นายยูโซ๊ะ  แวยูโซ๊ะ,1,เพื่อไทย,4042
นราธิวาส,2554,3,นายมุคตาร์  กีละ,7,ประชาธรรม,8027
นราธิวาส,2554,3,นายรำรี  มามะ,10,ประชาธิปัตย์,24647
นราธิวาส,2554,3,นายนิคม  จันทพงค์,16,ภูมิใจไทย,1045
นราธิวาส,2554,3,นายนิอาริส  เจตาภิวัฒน์,21,ชาติไทยพัฒนา,22880
นราธิวาส,2554,3,นายนัจมุดดีน  อูมา,26,มาตุภูมิ,20981
นราธิวาส,2554,4,นายเตาฟิก  สะมะแอ,1,เพื่อไทย,3382
นราธิวาส,2554,4,นายมุคตาร์  ซีกะจิ,7,ประชาธรรม,2513
นราธิวาส,2554,4,นายเจะอามิง  โตะตาหยง,10,ประชาธิปัตย์,28498
นราธิวาส,2554,4,นายอดุลย์  สาฮีบาตู,16,ภูมิใจไทย,3172
นราธิวาส,2554,4,นายวัชระ  ยาวอหะซัน,21,ชาติไทยพัฒนา,26651
นราธิวาส,2554,4,นายกมลศักดิ์  ลีวาเมาะ,26,มาตุภูมิ,28019
นราธิวาส,2554,4,นายอาแซ  โต๊ะราแม,34,ความหวังใหม่,202
